ACCIDENT_NO,SUB_DCA_CODE,SUB_DCA_SEQ,SUB_DCA_CODE_DESC
T20150006689,Z01,2,On freeway (between interchanges)
T20150007141,NRQ,0,Not Required
T20150007382,NRQ,0,Not Required
T20150007389,Q04,0,Embankments
T20150007401,N02,0,Mid-block
T20150007491,NRQ,0,Not Required
T20150007838,NRQ,0,Not Required
T20150007924,N02,0,Mid-block
T20150008104,A02,0,Vehicle leaving intersection
T20150008131,R02,0,Kerb parking - parallel
T20150008172,N01,0,Intersection
T20150008203,NRQ,0,Not Required
T20150008213,A02,0,Vehicle leaving intersection
T20150008783,N02,0,Mid-block
T20150008889,NRQ,0,Not Required
T20150009142,NRQ,0,Not Required
T20150009239,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20150009244,R02,0,Kerb parking - parallel
T20150009282,V01,1,No vehicle mounted/struck
T20150009908,Z01,1,On freeway (between interchanges)
T20150009925,NRQ,0,Not Required
T20150010042,Z01,3,On freeway (between interchanges)
T20150010138,V01,0,No vehicle mounted/struck
T20150010954,N02,0,Mid-block
T20150011203,W02,1,Leaves carriageway to right
T20150011226,Q03,0,Fences (including gates)
T20150011238,NRQ,0,Not Required
T20150011298,Z09,0,At local rd I/S or M/B with RRP/RS spanning part of freeway
T20150011643,W02,2,Leaves carriageway to right
T20150011653,NRQ,0,Not Required
T20150011658,N02,0,Mid-block
T20150011718,N01,1,Intersection
T20150011761,I04,0,Commercial(includes shops/school/station) driveway
T20150011984,NRQ,0,Not Required
T20150012646,NRQ,0,Not Required
T20150012668,Q02,0,Tree (shrub/scrub)
T20150012670,I04,1,Commercial(includes shops/school/station) driveway
T20150012904,NRQ,0,Not Required
T20150013458,N02,0,Mid-block
T20150013573,Q04,0,Embankments
T20150013716,L01,0,Road straight at intersection
T20150013908,N01,0,Intersection
T20150014061,A03,0,Vehicle within intersection
T20150014200,A02,0,Vehicle leaving intersection
T20150014489,NRQ,0,Not Required
T20150015027,Q07,0,Guard rail
T20150015635,V02,1,Kerb(roadside) mounted/struck
T20150016402,J01,0,Boarding
T20150016493,V01,1,No vehicle mounted/struck
T20150016593,I01,1,Private driveway/laneway
T20150016706,NRQ,0,Not Required
T20150016911,N02,0,Mid-block
T20150017177,NRQ,0,Not Required
T20150017276,N02,0,Mid-block
T20150017356,NRQ,0,Not Required
T20150017802,NRQ,0,Not Required
T20150017971,NRQ,0,Not Required
T20150018002,S01,2,Collision on first half of carriageway
T20150018098,N02,0,Mid-block
T20150018098,Z01,1,On freeway (between interchanges)
T20150018707,N02,0,Mid-block
T20150018750,N01,1,Intersection
T20150019363,A01,0,Vehicle entering intersection
T20150019465,Q07,0,Guard rail
T20150019474,A02,0,Vehicle leaving intersection
T20150019619,V01,0,No vehicle mounted/struck
T20150019704,Q01,0,Poles (telephone/electricity)
T20150019896,L03,1,Road straight at mid-block
T20150019940,S03,2,On footpath
T20150020454,A01,0,Vehicle entering intersection
T20150020590,N01,1,Intersection
T20150020909,X01,0,Fell in vehicle
T20150021645,NRQ,0,Not Required
T20150022070,R02,0,Kerb parking - parallel
T20150022183,V01,1,No vehicle mounted/struck
T20150022267,Q02,0,Tree (shrub/scrub)
T20150022591,S02,2,Collision on second half of carriageway
T20150022728,NRQ,0,Not Required
T20150023211,Z01,1,On freeway (between interchanges)
T20150023412,N02,0,Mid-block
T20150023603,Q01,0,Poles (telephone/electricity)
T20150024253,V01,1,No vehicle mounted/struck
T20150024585,A01,0,Vehicle entering intersection
T20150024716,M01,0,Vehicle turning through medianopening
T20150024855,S03,2,On footpath
T20150025086,NRQ,0,Not Required
T20150025247,N02,0,Mid-block
T20150025328,Z01,1,On freeway (between interchanges)
T20150025424,I01,1,Private driveway/laneway
T20150025645,N02,1,Mid-block
T20150026033,N02,0,Mid-block
T20150026068,NRQ,0,Not Required
T20150026143,N01,1,Intersection
T20150026295,Q07,0,Guard rail
T20150026476,A01,0,Vehicle entering intersection
T20150026798,M01,0,Vehicle turning through medianopening
T20150026935,Q12,0,Traffic signals(i.e.Traffic lights)
T20150027122,W01,2,Leaves carriageway to left
T20160000168,Q01,0,Poles (telephone/electricity)
T20160000255,W02,1,Leaves carriageway to right
T20160000276,N02,0,Mid-block
T20160000996,H01,0,Vehicle foward entering
T20160001019,NRQ,0,Not Required
T20160001085,V02,1,Kerb(roadside) mounted/struck
T20160001135,A01,0,Vehicle entering intersection
T20160001256,N01,1,Intersection
T20160001797,Q02,0,Tree (shrub/scrub)
T20160002095,NRQ,0,Not Required
T20160002508,NRQ,0,Not Required
T20160002808,V01,0,No vehicle mounted/struck
T20160003345,NRQ,0,Not Required
T20160004149,B02,1,Vehicle turning right
T20160004266,W02,2,Leaves carriageway to right
T20160004449,N02,0,Mid-block
T20160004632,E04,0,Pedestrian standing
T20160004898,NRQ,0,Not Required
T20160005062,N01,1,Intersection
T20160005161,B02,1,Vehicle turning right
T20160005200,NRQ,0,Not Required
T20160005318,NRQ,0,Not Required
T20160005518,N01,1,Intersection
T20160005859,Q02,0,Tree (shrub/scrub)
T20160005979,NRQ,0,Not Required
T20160006495,NRQ,0,Not Required
T20160006591,NRQ,0,Not Required
T20160007148,P02,0,Hit by veh fr dir opposite to initial dir of U-turning veh
T20160007333,N02,0,Mid-block
T20160007431,NRQ,0,Not Required
T20160007490,V05,1,Median mounted/struck
T20160007979,NRQ,0,Not Required
T20160008160,NRQ,0,Not Required
T20160008181,A01,0,Vehicle entering intersection
T20160009327,Q01,0,Poles (telephone/electricity)
T20160009557,N02,0,Mid-block
T20160009833,N02,0,Mid-block
T20160009968,NRQ,0,Not Required
T20160010511,NRQ,0,Not Required
T20160010869,Z02,0,At entrance ramp/local road intersection
T20160011160,H03,0,Vehicle foward departing
T20160011378,NRQ,0,Not Required
T20160011419,N02,0,Mid-block
T20160011835,A01,0,Vehicle entering intersection
T20160011888,N02,0,Mid-block
T20160011945,N01,1,Intersection
T20160012147,A01,0,Vehicle entering intersection
T20160012315,NRQ,0,Not Required
T20160012465,Q02,0,Tree (shrub/scrub)
T20160012534,R02,0,Kerb parking - parallel
T20160012821,R02,0,Kerb parking - parallel
T20160012846,H03,1,Vehicle foward departing
T20160013652,NRQ,0,Not Required
T20160013667,NRQ,0,Not Required
T20160014031,V01,1,No vehicle mounted/struck
T20160014526,N01,1,Intersection
T20160014721,NRQ,0,Not Required
T20160015009,F02,0,Paved footpath
T20160015024,NRQ,0,Not Required
T20160015272,NRQ,0,Not Required
T20160015316,B04,0,Vehicle reversing
T20160015660,Z01,1,On freeway (between interchanges)
T20160015844,NRQ,0,Not Required
T20160016137,NRQ,0,Not Required
T20160016380,B01,0,Vehicle going straight through
T20160016407,Q02,0,Tree (shrub/scrub)
T20160016638,N02,0,Mid-block
T20160016641,V01,1,No vehicle mounted/struck
T20160016697,F02,0,Paved footpath
T20160016830,Q01,0,Poles (telephone/electricity)
T20160017478,Z01,0,On freeway (between interchanges)
T20160017671,Q04,0,Embankments
T20160017671,V01,1,No vehicle mounted/struck
T20160017706,B03,1,Vehicle turning left
T20160017984,V05,1,Median mounted/struck
T20160018114,B02,0,Vehicle turning right
T20160018178,L03,0,Road straight at mid-block
T20160018342,V01,0,No vehicle mounted/struck
T20160018369,V01,0,No vehicle mounted/struck
T20160018940,F04,0,Not on Footpath
T20160019289,H03,0,Vehicle foward departing
T20160019428,NRQ,0,Not Required
T20160019706,N01,1,Intersection
T20160019843,A03,0,Vehicle within intersection
T20160020088,Q04,0,Embankments
T20160020281,V01,1,No vehicle mounted/struck
T20160020636,H03,0,Vehicle foward departing
T20160020647,NRQ,0,Not Required
T20160020740,V01,0,No vehicle mounted/struck
T20160020890,L04,0,Road curved at mid-block
T20160021129,Q03,0,Fences (including gates)
T20160021245,S01,2,Collision on first half of carriageway
T20160021246,Q04,1,Embankments
T20160021258,A01,0,Vehicle entering intersection
T20160021949,NRQ,0,Not Required
T20160021958,L03,0,Road straight at mid-block
T20160022045,N01,1,Intersection
T20160022732,NRQ,0,Not Required
T20160023172,Z01,1,On freeway (between interchanges)
T20160023884,F01,0,No paved footpath
T20160024157,W02,2,Leaves carriageway to right
T20160024341,L03,0,Road straight at mid-block
T20160024843,NRQ,0,Not Required
T20160024923,NRQ,0,Not Required
T20160025473,N01,1,Intersection
T20160025938,I04,0,Commercial(includes shops/school/station) driveway
T20160027026,NRQ,0,Not Required
T20160027029,NRQ,0,Not Required
T20160027171,NRQ,0,Not Required
T20160027280,W01,2,Leaves carriageway to left
T20160027426,N02,0,Mid-block
T20160027574,Z01,1,On freeway (between interchanges)
T20160027876,Q02,0,Tree (shrub/scrub)
T20160027902,NRQ,0,Not Required
T20160027997,NRQ,0,Not Required
T20170000566,V01,1,No vehicle mounted/struck
T20170000571,Q08,0,Fire hydrant
T20170000605,V01,1,No vehicle mounted/struck
T20170001231,N01,1,Intersection
T20170001719,NRQ,0,Not Required
T20170002398,I05,0,Not known
T20170002402,N02,0,Mid-block
T20170002466,V01,0,No vehicle mounted/struck
T20170002786,R02,0,Kerb parking - parallel
T20170003491,A03,0,Vehicle within intersection
T20170003493,NRQ,0,Not Required
T20170004031,Q02,0,Tree (shrub/scrub)
T20170004450,V01,1,No vehicle mounted/struck
T20170005171,Z03,0,On entrance ramp
T20170005226,NRQ,0,Not Required
T20170005302,Q02,0,Tree (shrub/scrub)
T20170005527,NRQ,0,Not Required
T20170005710,W01,2,Leaves carriageway to left
T20170005923,V02,1,Kerb(roadside) mounted/struck
T20170006241,N02,0,Mid-block
T20170006350,NRQ,0,Not Required
T20170006912,Q01,0,Poles (telephone/electricity)
T20170007039,N02,0,Mid-block
T20170007116,Q03,0,Fences (including gates)
T20170007391,N02,0,Mid-block
T20170007544,NRQ,0,Not Required
T20170008140,NRQ,0,Not Required
T20170008162,L03,0,Road straight at mid-block
T20170008546,NRQ,0,Not Required
T20170008554,NRQ,0,Not Required
T20170008598,V01,0,No vehicle mounted/struck
T20170008628,N02,0,Mid-block
T20170008655,N02,0,Mid-block
T20170008892,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20170008916,N02,0,Mid-block
T20170009101,R02,0,Kerb parking - parallel
T20170009315,V01,1,No vehicle mounted/struck
T20170009772,NRQ,0,Not Required
T20170009954,H03,0,Vehicle foward departing
T20170010184,Q07,0,Guard rail
T20170010367,N02,0,Mid-block
T20170010485,Q07,0,Guard rail
T20170010498,NRQ,0,Not Required
T20170011186,Q07,0,Guard rail
T20170011626,NRQ,0,Not Required
T20170012290,V01,1,No vehicle mounted/struck
T20170012362,NRQ,0,Not Required
T20170012496,N01,1,Intersection
T20170013060,Q02,0,Tree (shrub/scrub)
T20170013150,NRQ,0,Not Required
T20170014520,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20170014586,Q02,0,Tree (shrub/scrub)
T20170014666,N01,1,Intersection
T20170014998,V01,1,No vehicle mounted/struck
T20170015293,M01,0,Vehicle turning through medianopening
T20170016163,NRQ,0,Not Required
T20170016378,NRQ,0,Not Required
T20170016469,A01,0,Vehicle entering intersection
T20170017675,NRQ,0,Not Required
T20170017808,NRQ,0,Not Required
T20170018011,NRQ,0,Not Required
T20170018083,NRQ,0,Not Required
T20170018160,V01,1,No vehicle mounted/struck
T20170018211,S01,2,Collision on first half of carriageway
T20170018274,N02,0,Mid-block
T20170018429,V01,1,No vehicle mounted/struck
T20170018471,L03,0,Road straight at mid-block
T20170018820,B02,1,Vehicle turning right
T20170019436,A03,0,Vehicle within intersection
T20170019497,F02,0,Paved footpath
T20170019574,Q02,0,Tree (shrub/scrub)
T20170019659,I04,1,Commercial(includes shops/school/station) driveway
T20170019722,NRQ,0,Not Required
T20170019734,B02,1,Vehicle turning right
T20170019938,NRQ,0,Not Required
T20170020356,I01,1,Private driveway/laneway
T20170020361,NRQ,0,Not Required
T20170020600,V01,1,No vehicle mounted/struck
T20170021089,V02,0,Kerb(roadside) mounted/struck
T20170021237,NRQ,0,Not Required
T20170021238,NRQ,0,Not Required
T20170021822,V01,1,No vehicle mounted/struck
T20170021928,NRQ,0,Not Required
T20170022411,A01,0,Vehicle entering intersection
T20170022460,S01,2,Collision on first half of carriageway
T20170022790,A03,0,Vehicle within intersection
T20170023215,B02,1,Vehicle turning right
T20170023568,V01,1,No vehicle mounted/struck
T20170023827,V01,1,No vehicle mounted/struck
T20170023835,Q07,0,Guard rail
T20170024319,NRQ,0,Not Required
T20170024775,L03,0,Road straight at mid-block
T20170024791,N01,1,Intersection
T20170024814,R02,0,Kerb parking - parallel
T20170024949,Q05,0,Guide posts (including km/posts)
T20180000385,Q07,0,Guard rail
T20180000503,W02,1,Leaves carriageway to right
T20180000747,H03,0,Vehicle foward departing
T20180000813,A03,0,Vehicle within intersection
T20180000900,NRQ,0,Not Required
T20180001124,D01,0,Pedestrian emerged from behind car etc
T20180001847,C01,2,Pedestrian stepped off median strip
T20180002009,NRQ,0,Not Required
T20180002389,Z01,0,On freeway (between interchanges)
T20180002575,N01,1,Intersection
T20180003170,Q02,0,Tree (shrub/scrub)
T20180003170,V01,1,No vehicle mounted/struck
T20180003269,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20180003785,N02,0,Mid-block
T20180003814,NRQ,0,Not Required
T20180004139,B03,1,Vehicle turning left
T20180004213,B01,1,Vehicle going straight through
T20180004435,V01,1,No vehicle mounted/struck
T20180004438,A01,0,Vehicle entering intersection
T20180004681,Q04,0,Embankments
T20180004724,Q04,0,Embankments
T20180004870,N01,1,Intersection
T20180005060,Z02,0,At entrance ramp/local road intersection
T20180005198,Q02,0,Tree (shrub/scrub)
T20180005347,NRQ,0,Not Required
T20180005882,M01,0,Vehicle turning through medianopening
T20180006051,NRQ,0,Not Required
T20180006564,P02,0,Hit by veh fr dir opposite to initial dir of U-turning veh
T20180006674,Q02,0,Tree (shrub/scrub)
T20180007197,N02,0,Mid-block
T20180007290,V01,1,No vehicle mounted/struck
T20180007602,Q07,0,Guard rail
T20180009633,B02,1,Vehicle turning right
T20180010390,Z01,3,On freeway (between interchanges)
T20180010595,E04,0,Pedestrian standing
T20180010818,N01,0,Intersection
T20180010838,A03,0,Vehicle within intersection
T20180011256,NRQ,0,Not Required
T20180011348,NRQ,0,Not Required
T20180011964,N02,0,Mid-block
T20180012018,NRQ,0,Not Required
T20180012503,Q02,0,Tree (shrub/scrub)
T20180012546,Q07,0,Guard rail
T20180012719,Z01,0,On freeway (between interchanges)
T20180012775,R02,0,Kerb parking - parallel
T20180013098,NRQ,0,Not Required
T20180013816,NRQ,0,Not Required
T20180014038,NRQ,0,Not Required
T20180015686,N01,1,Intersection
T20180016335,H04,0,Vehicle reverse departing
T20180016583,A02,0,Vehicle leaving intersection
T20180016585,V05,1,Median mounted/struck
T20180017424,L04,0,Road curved at mid-block
T20180017600,NRQ,0,Not Required
T20180017644,V01,0,No vehicle mounted/struck
T20180018158,NRQ,0,Not Required
T20180018203,N01,1,Intersection
T20180018782,R02,0,Kerb parking - parallel
T20180019355,NRQ,0,Not Required
T20180019387,W01,2,Leaves carriageway to left
T20180019525,NRQ,0,Not Required
T20180020028,NRQ,0,Not Required
T20180020117,N02,0,Mid-block
T20180020698,NRQ,0,Not Required
T20180021501,NRQ,0,Not Required
T20180021661,A01,0,Vehicle entering intersection
T20180022236,F02,0,Paved footpath
T20180022236,I01,2,Private driveway/laneway
T20180023015,L03,0,Road straight at mid-block
T20180023024,Q02,0,Tree (shrub/scrub)
T20180023144,N02,0,Mid-block
T20180023466,NRQ,0,Not Required
T20180023477,V01,0,No vehicle mounted/struck
T20180023702,Q02,0,Tree (shrub/scrub)
T20180023868,A01,0,Vehicle entering intersection
T20180023925,NRQ,0,Not Required
T20180024271,NRQ,0,Not Required
T20180024404,N01,1,Intersection
T20190000059,Z01,2,On freeway (between interchanges)
T20190000406,V01,1,No vehicle mounted/struck
T20190000603,R03,0,Centre of road parking - angle
T20190000903,B03,1,Vehicle turning left
T20190001328,NRQ,0,Not Required
T20190002193,NRQ,0,Not Required
T20190002383,NRQ,0,Not Required
T20190003007,NRQ,0,Not Required
T20190003141,NRQ,0,Not Required
T20190003293,N02,0,Mid-block
T20190003554,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20190003945,NRQ,0,Not Required
T20190004001,B02,1,Vehicle turning right
T20190004463,N01,1,Intersection
T20190004464,F02,0,Paved footpath
T20190004861,NRQ,0,Not Required
T20190005088,Q06,0,Traffic signs (No parking No standing etc)
T20190005207,N01,1,Intersection
T20190005429,Z01,0,On freeway (between interchanges)
T20190005605,V01,1,No vehicle mounted/struck
T20190005909,NRQ,0,Not Required
T20190005970,A01,0,Vehicle entering intersection
T20190006098,A01,0,Vehicle entering intersection
T20190006905,V07,0,Roundabout mounted/struck
T20190007657,Q07,0,Guard rail
T20190007853,Q06,0,Traffic signs (No parking No standing etc)
T20190008049,N02,0,Mid-block
T20190008082,N01,1,Intersection
T20190008726,W01,2,Leaves carriageway to left
T20190008776,NRQ,0,Not Required
T20190008781,A01,0,Vehicle entering intersection
